urls,product_name,brand,star_rating,number_of_reviews,mrp,sale_price,technical_details,additional_information,description,Colour,Control Type,Item Weight,Warranty,Model,Wattage,Voltage,Capacity
https://www.amazon.in/Haier-Convection-Microwave-HIL2301CBSB-Black/dp/B00SWEFDL2/ref=sr_1_109?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940559&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-109,"Haier 23 L Convection Microwave Oven (HIL2301CBSB, Black)",Haier,3.6,54,"11,499.00","7,619.00","{'Brand': 'Haier', 'Model': 'HIL2301CBSB', 'Energy Consumption': '1280 Watts', 'Capacity': '23 litres', 'Installation Type': 'Countertop', 'Part Number': 'HIL2301CBSB', 'Special Features': 'Touch Panel', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '1280 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Steel', 'Included Components': 'Microwave Oven, Cookware Kit, Round Wire Rack, Glass Tray and Warranty Card', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Haier'}","{'ASIN': 'B00SWEFDL2', 'Customer Reviews': '3.6 \n3.6 out of 5 stars\n    54 ratings\n3.6 out of 5 stars', 'Best Sellers Rank': '#523,068 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#45,936 in Kitchen Storage & Containers', 'Date First Available': '29 January 2015', 'Manufacturer': 'Haier', 'Item Weight': '10 kg 400 g', 'Item Dimensions LxWxH': '43.3 x 33.5 x 23.1 Centimeters'}","Capacity: 27 litres Suitable for a small family, Convection: Can be used for baking along with grilling, reheating, defrosting and cooking
Warranty: 1 year on product, 3 years on magnetron
Brand does NOT provide a starter kit with this product
Control: push button that are easy to use with a long life
Child Lock: Ensures complete safety especially for homes with small children
Also included in the box: 1 Set (Include Glass Turntable, roller ring and coupler), 1 user manual & Warranty card
",Black,push button,10 kg 400 g,1 year,HIL2301CBSB,,230 Volts,23
https://www.amazon.in/Haier-Convection-Microwave-HIL2301CSSH-Silver/dp/B01N4WJ6Y1/ref=sr_1_99?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940559&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-99,"Haier 23 L Convection Microwave Oven (HIL2301CSSH, Silver)",Haier,3.9,33,"13,500","12,600.00","{'Brand': 'Haier', 'Model': 'HIL2301CSSH', 'Energy Consumption': '940 Watts', 'Capacity': '23 litres', 'Volume Capacity Name': '23 litres', 'Installation Type': 'Countertop', 'Part Number': 'HIL2301CSSH', 'Special Features': 'Tact Button/Jog Dial', 'Oven Cooking Mode': 'Convection', 'Colour': 'Silver', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Included Components': 'Turntable', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Haier', 'Country of Origin': 'China'}","{'ASIN': 'B01N4WJ6Y1', 'Customer Reviews': '3.9 \n3.9 out of 5 stars\n    33 ratings\n3.9 out of 5 stars', 'Best Sellers Rank': '#572,139 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#499 in Microwave Oven Replacement Parts', 'Date First Available': '7 February 2017', 'Manufacturer': 'Haier', 'Item Weight': '14 kg 900 g', 'Item Dimensions LxWxH': '21 x 33.8 x 33.4 Centimeters'}","Capacity: 23 litres Suitable for a small family, Convection: Can be used for baking along with grilling, reheating, defrosting and cooking
Warranty: 1 year on product, 1 year on magnetron
Brand does NOT provide a starter kit with this product
Control: Jog wheel plus button that are easy to use with a long life
Standby mode (energy saving up to 40 percent) and auto defrost; High rack
Also included in the box: 1 Set (Include Glass Turntable, roller ring and coupler), 1 user manual & Warranty card
",Silver,Jog wheel plus button,14 kg 900 g,1 year,HIL2301CSSH,,,23
https://www.amazon.in/IFB-Convection-Microwave-23BC4-Floral/dp/B00OLHQJD0/ref=sr_1_39?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940514&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-39,"IFB 23 L Convection Microwave Oven (23BC4, Black+Floral Design)",IFB,4.3,"2,809","20,000","16,990","{'Brand': 'IFB', 'Model': '23BC4', 'Capacity': '23 litres', 'Installation Type': 'Countertop', 'Part Number': '23BC4', 'Special Features': '71 Standard Menus, steam clean, Disinfect, Deodorize, Overheating Protection, Sensor Malfunction Protection, Digital Clock, Timer Option', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Polyurethane', 'Included Components': '1 Microwave Oven, Warranty Card, User Manual and Starter Kit', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd'}","{'ASIN': 'B00OLHQJD0', 'Customer Reviews': '4.3 \n4.3 out of 5 stars\n    2,809 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#19,566 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#28 in Microwave Ovens', 'Date First Available': '17 October 2014', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429', 'Packer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Importer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Item Weight': '16 kg 900 g', 'Item Dimensions LxWxH': '39 x 48.3 x 28.1 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Microwave Oven'}","23L Capacity: Suitable for families with 3 to 4 members
Convection: Can be used for baking along with grilling, reheating, defrosting and cooking
IFB offer a super warranty 1 year on Microwave Oven & 3 years on magnetron & cavity
IFB Provides starter kit with this product
Control: Touch Key Pad (Membrane) is sensitive to touch and easy to clean
No. of Programes: Multi Stage Cooking, Grill Mode, Auto Defrost, Auto Reheat, Delay Start, Combination Cooking (Grill + Microwave), Express Cooking
Child Safety Lock: Ensures complete safety especially for homes with young children
",Black,Touch Key Pad,16 kg 900 g,,23BC4,,230 Volts,23
https://www.amazon.in/IFB-Convection-Microwave-23BC5-Black/dp/B07R8MF114/ref=sr_1_65?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940537&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-65,"IFB 23 L Convection Microwave Oven (23BC5, Black, With Starter Kit)",IFB,4.2,193,"20,000","16,990","{'Brand': 'IFB', 'Model': '23BC5', 'Capacity': '23 litres', 'Installation Type': 'Countertop', 'Part Number': '23BC5', 'Special Features': '71 Auto-cook menus, Disinfect, Deodorize, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': '1 Microwave Oven, Warranty Card, User Manual and Starter Kit', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd'}","{'ASIN': 'B07R8MF114', 'Customer Reviews': '4.2 \n4.2 out of 5 stars\n    193 ratings\n4.2 out of 5 stars', 'Best Sellers Rank': '#77,925 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#47 in Microwave Ovens', 'Date First Available': '21 June 2019', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429', 'Packer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Importer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Item Weight': '14 kg 200 g', 'Item Dimensions LxWxH': '40 x 48.3 x 28.1 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Microwave Oven'}","23L Capacity: Suitable for families with 3 to 4 members
Convection: Can be used for baking along with grilling, reheating, defrosting and cooking
IFB offer a super warranty 1 year on Microwave Oven & 3 years on magnetron & cavity
IFB Provides starter kit with this product
Control: Touch Key Pad (Membrane) is sensitive to touch and easy to clean
No. of Programes: Auto Reheat, Delay Start, Keep Warm, Auto Defrost, Express Cooking, Grill Mode, Combination Cooking (Grill+Microwave)
Child Safety Lock: Ensures complete safety especially for homes with young children
",Black,Touch Key Pad,14 kg 200 g,,23BC5,,230 Volts,23
https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT353BFDG-Mirror/dp/B00KPSSPZY/ref=sr_1_20?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940503&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-20,"Panasonic 23L Convection Microwave Oven(NN-CT353BFDG,Black Mirror, 360° Heat Wrap, Magic Grill)",Panasonic,4.5,"1,596","14,990","9,690.00","{'Brand': 'Panasonic', 'Model': 'NN-CT353BFDG', 'Energy Consumption': '800 Watts', 'Capacity': '23 litres', 'Volume Capacity Name': '23 litres', 'Installation Type': 'Countertop', 'Part Number': 'NN-CT353BFDG', 'Special Features': 'Auto_cook', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black Mirror', 'Wattage': '800 Watts', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Included Components': '1', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Panasonic', 'Country of Origin': 'Thailand'}","{'ASIN': 'B00KPSSPZY', 'Customer Reviews': '4.5 \n4.5 out of 5 stars\n    1,596 ratings\n4.5 out of 5 stars', 'Best Sellers Rank': '#4,584 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#7 in Oven Toaster Grills', 'Date First Available': '2 June 2014', 'Manufacturer': 'Panasonic, Panasonic', 'Packer': 'Panasonic', 'Importer': 'Panasonic', 'Item Weight': '2 kg 630 g', 'Item Dimensions LxWxH': '190 x 115 x 135 Centimeters', 'Net Quantity': '1 set'}","23L Capacity: Suitable for families with 3 to 4 members ;Power + Innovation 800 Watts of High Power for Fast, Even Cooking and Delicious Results
360 Degree Heat Wrap: Advanced Heat Wave Ducts ensure even 360 degree distribution of heat for uniform, faster cooking
Auto Cook 61 Menu: Access 61 pre-loaded menus ranging from starters to desserts, to serve up healthy, delicious food every day.
Re-Heat & Defrost: Auto programmed reheat and defrost modes ensure even heating or defrosting of food without compromising on the textures of flavour.
Magic Grill: Dual power of top and back grill work to make food crispier outside and juicy inside
Vapor Clean: Keep oven odor free and stain free with the touch of a button
Compact Design: This countertop microwave with glass turntable is compact, allowing you to devote less space to electronics and more to interior capacity.
",Black Mirror,,2 kg 630 g,,NN-CT353BFDG,,,23
https://www.amazon.in/Samsung-Grill-Microwave-MG23A3515AK-TL/dp/B09PF1TK41/ref=sr_1_4?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940486&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-4,"Samsung 23 L Grill Microwave Oven (MG23A3515AK/TL, Best Diwali Gift, Black)",Samsung,4.3,"5,690","11,600","8,250.00","{'Brand': 'Samsung', 'Model': 'MG23A3515AK/TL', 'Capacity': '23 litres', 'Installation Type': 'Freestanding', 'Part Number': '92798465', 'Special Features': 'Various Cooking Mode, Clock, 30 sec. Plus, Eco Mode, Quick Defrost, Auto Programs, Auto Cook, Keep Warm, Deodorization, Child Safety Lock, Sound on/off, Grill+30s', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Quick Defrost', 'Door Orientation': 'Right', 'Material': 'Stainless Steel, Glass, Ceramic', 'Included Components': 'Instruction Booklet, Glass Turntable, Wire Rack', 'Batteries Required': 'No', 'Manufacturer': 'Samsung india Pvt Ltd', 'Country of Origin': 'Malaysia'}","{'ASIN': 'B09PF1TK41', 'Customer Reviews': '4.3 \n4.3 out of 5 stars\n    5,690 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#2,096 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#1 in Microwaves with Grill', 'Date First Available': '29 December 2021', 'Manufacturer': 'Samsung india Pvt Ltd, Samsung Electronics (M) SDN BHD , 42000, Lot2, Lebuh 2, North Klang Straits, Area 21 Industrial Park, Port Klang, Selangor, Darul Ehsan West , Malaysia', 'Packer': 'Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia', 'Importer': 'Samsung India Electronics Pvt. Ltd. 6th Floor, DLF Centre, Sansad Marg, New Delhi-110001, 1800 40 7267864 (1800 40 SAMSUNG)', 'Item Weight': '13 kg', 'Item Dimensions LxWxH': '39.2 x 48.9 x 27.5 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Convection Microwave Oven'}","Capacity 23L : Suitable for families with 3 to 4 members
Manufacturer Warranty: 1 year warranty on Product, 10 years on Ceramic Enamel Cavity
ECO Mode : ECO Mode significantly reduces energy consumption with the industry's lowest standby power. When you're not cooking, the power used to maintain essential functions is minimal, saving you money on electricity bills.
Browning Plus (Grill +30 Sec) : The Browning Plus function achieves the ideal texture and color for your food, so it looks and tastes delicious. It increases the cooking time by 30 seconds to brown and crisp food exquisitely with the grill heater.
Keep Warm : If youâ€re preparing lots of dishes, the Keep Warm function keeps everything at the proper temperature without over-cooking, using a grill heater. So it stays warm and tasty like freshly cooked food â€“ ready to serve. || Quick Defrost : The Quick Defrost function defrosts food rapidly and evenly. || Deodorization: The Deodorization setting forces air out of the interior cavity, so that any lingering odors are quickly dissipated.
",Black,,13 kg,1 year,MG23A3515AK/TL,,230 Volts,23
https://www.amazon.in/Samsung-Microwave-MS23T5012UG-TL-Steamer/dp/B08Q4NT281/ref=sr_1_64?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940526&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-64,"Samsung 23 L Microwave Oven  (Baker Series, MS23T5012UG/TL, Grey, With Steamer Bowl)",Samsung,4.1,234,Not Available,"12,990.00","{'Brand': 'Samsung', 'Model': 'MS23T5012UG/TL', 'Capacity': '23 litres', 'Annual Energy Consumption': '1200 Kilowatts', 'Installation Type': 'Freestanding', 'Part Number': 'MS23T5012UG/TL', 'Special Features': 'Auto Cook, Defrost,Control Panel lock, Racks, Timer, interior Light, Turntable, Quick Defrost,Healthy Steam, Home Dessert, Keep warm', 'Oven Cooking Mode': 'Solo', 'Burner Type': 'Ceramic', 'Colour': 'Baker Series - Grey', 'Voltage': '230 Volts', 'Wattage': '1200 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': '1 microwave, 1 Warranty card, 1 Glass Steamer', 'Batteries Required': 'No', 'Manufacturer': 'Samsung', 'Country of Origin': 'Malaysia'}","{'ASIN': 'B08Q4NT281', 'Customer Reviews': '4.1 \n4.1 out of 5 stars\n    234 ratings\n4.1 out of 5 stars', 'Best Sellers Rank': '#272,200 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#83 in Microwave Ovens', 'Date First Available': '9 December 2020', 'Manufacturer': 'Samsung, 1800-266-8282', 'Packer': 'Samsung India Electronics Limited, 1800407267864/180057267864', 'Importer': 'Samsung India Electronics Limited, 1800407267864/180057267864', 'Item Weight': '13 kg', 'Item Dimensions LxWxH': '36.3 x 48.9 x 27.5 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Microwave Ovens'}","23L: Suitable for families with 3 to 4 members
Solo: can be used for reheating, defrosting, home Dessert and cooking
Warranty: 1 year on product, 1 years on magnetron
Brand Does Not provides a Starter kit with this product
Key Features: Healthy steam cooking-Prepare nutritious steamed food conveniently, home Desserts, quick defrost, ceramic inside, auto cook, child lock, sound on off
Control: touch key pad (membrane) is sensitive to touch and easy to clean
",Baker Series - Grey,Touch Key Pad,13 kg,1 year,MS23T5012UG/TL,,230 Volts,23
https://www.amazon.in/Whirlpool-Convection-Magicook-Exotica-23C/dp/B01MXHJIXZ/ref=sr_1_111?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940559&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-111,"Whirlpool 23 L Convection Microwave Oven (Magicook Exotica 23C, Black, With Starter Kit)",Whirlpool,Not Available,Not Available,"12,650","11,342.00","{'Brand': 'Whirlpool', 'Model': 'Magicook Exotica 23C', 'Capacity': '23 litres', 'Installation Type': 'Countertop', 'Part Number': 'Magicook Exotica 23C', 'Special Features': 'Programmable', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Wattage': '1950 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Metal', 'Included Components': 'Microwave oven', 'Batteries Required': 'No', 'Manufacturer': 'Whirlpool'}","{'ASIN': 'B01MXHJIXZ', 'Best Sellers Rank': '#2,406,527 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#790 in Oven Toaster Grills', 'Date First Available': '7 November 2016', 'Manufacturer': 'Whirlpool', 'Importer': 'Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800', 'Item Weight': '17 kg'}","1 year comprehensive warranty on Product & 2 years on Magnetron
Smarter Than Air Fryers
Zero Oil Cooking:Enjoy tasty and healthy food without a drop of oil
Calorie-Meter Fumction :Tells you the amount of calories you are consuming
Rotisserie for Tandoor Cooking
Magic Menus :Pre-programmed menus for instant meals at the touch of a button
Special Features:130 Indian Auto-Cook Menu's,2 Minute Recipes
Free Starter kit:2450ml Big bowl with Steam Valve, 1250ML Coral Bowl, 1500ml Marigold Bowl with Lid, Measuring Cup, Cereal Bowl, Spatula, Idli Stand (2),Baking Plate, Grill Rack, Cookbook
",Black,,17 kg,,Magicook Exotica 23C,,,23
https://www.amazon.in/Panasonic-Litres-Convection-Microwave-NN-CT35MBFDG/dp/B0B74FWHWZ/ref=sr_1_76?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940537&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-76,"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)",Panasonic,5,1,"20,000","16,990","{'Brand': 'Panasonic', 'Colour': 'Black', 'Product Dimensions': '35D x 44W x 50H Centimeters', 'Special Feature': 'Portable, Temperatur, Timer, Lightweight', 'Material': 'Iron', 'Control Type': 'Knob', 'Door Style': 'Side Swing', 'Included Components': 'Grill', 'Door Material Type': 'Tempered Glass', 'Manufacturer': 'PANASONIC INDIA PVT LTD', 'Item part number': '8887549805332', 'ASIN': 'B0B74FWHWZ'}","{'Manufacturer': 'PANASONIC INDIA PVT LTD', 'Item Weight': '2 kg 820 g', 'Included Components': 'Grill', 'Best Sellers Rank': '#231,844 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#73 in Microwave Ovens'}","360° Heat Wrap
Compact design
",Black,Knob,2 kg 820 g,,,,,23
https://www.amazon.in/IFB-Microwave-24PM2S-Continental-Recipes/dp/B0CGN8FMJ8/ref=sr_1_1?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940486&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-1,"IFB 24 L Solo Microwave Oven (24PM2S, Silver, 69 Indian and Continental Auto Cook Recipes)",IFB,4.3,"3,854","8,790","6,490.00","{'Brand': 'IFB', 'Model': '24PM2S', 'Energy Consumption': '1400 Watts', 'Capacity': '24 litres', 'Installation Type': 'Countertop', 'Part Number': '24PM2S', 'Special Features': 'Multi Stage Cooking, Auto reheat, Timer option, Routine Essentials, Delay Start, Steam clean', 'Oven Cooking Mode': 'Radiant', 'Burner Type': 'Radiant', 'Colour': 'Silver', 'Voltage': '230 Volts', 'Wattage': '900 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Auto Defrost', 'Door Orientation': 'Right', 'Material': 'Stainless Steel', 'Included Components': 'Roller Ring', 'Batteries Required': 'No', 'Manufacturer': 'IFB Industries Ltd.', 'Country of Origin': 'China'}","{'ASIN': 'B0CGN8FMJ8', 'Customer Reviews': '4.3 \n4.3 out of 5 stars\n    3,854 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#491 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#1 in Multifunctional Microwaves', 'Date First Available': '26 August 2023', 'Manufacturer': 'IFB Industries Ltd., Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429', 'Packer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722.', 'Importer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722', 'Item Weight': '11 kg 800 g', 'Item Dimensions LxWxH': '37.5 x 48.2 x 27.6 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Microwave Ovens'}","24L Capacity: Suitable for families with 5 to 6 members
Solo: Can be used for Reheating, Melting and Cooking
IFB offer a super warranty 1 year on Microwave Oven & 3 years on magnetron & cavity
Control: Touch Key Pad (Membrane) is sensitive to touch and easy to clean
Multi Stage Cooking, Food Defrost,Delay Start, Daily Essentials, Quick Reheat, 30 Seconds Express Cook, Cup Meals, Chef secret, pizza reheat, beverages, One Pot Meal, Dessert Delight,
Child Safety Lock: Ensures complete safety especially for homes with young children
Special features: 69 Auto-cook menus, Disinfect, Deodorize, , Power Save, Overheating Protection, Sensor Malfunction Protection
Included in the Box : Microwave Oven, Unit Glass Turntable, Wire Rack, Quick Guide Label, Warranty Card
",Silver,Touch Key Pad,11 kg 800 g,,24PM2S,,230 Volts,24
https://www.amazon.in/Whirlpool-MAGICOOK-PRO-26CE-BLACK/dp/B08GQ8G5D4/ref=sr_1_14?crid=3EX3CW9SYO17U&keywords=microwave+oven&qid=1698940486&refinements=p_89%3ABajaj%7CGodrej%7CHaier%7CIFB%7CKAFF%7CLG%7CMorphy+Richards%7CPanasonic%7CSamsung%7CVoltas+Beko%7CWhirlpool&rnid=3837712031&s=kitchen&sprefix=microwave+oven%2Ckitchen%2C829&sr=1-14,"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)",Whirlpool,4.2,425,"15,600","9,850.00","{'Brand': 'Whirlpool', 'Model': 'MAGICOOK PRO 26CE BLACK', 'Capacity': '24 litres', 'Installation Type': 'Countertop', 'Part Number': 'MAGICOOK PRO 26CE BLACK', 'Special Features': 'Auto_cook', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '900 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': '1', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Whirlpool of India Limited', 'Country of Origin': 'China'}","{'ASIN': 'B08GQ8G5D4', 'Customer Reviews': '4.2 \n4.2 out of 5 stars\n    425 ratings\n4.2 out of 5 stars', 'Best Sellers Rank': '#38,136 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#35 in Microwave Ovens', 'Date First Available': '26 August 2020', 'Manufacturer': 'Whirlpool of India Limited, Whirlpool of India Limited', 'Packer': 'Whirlpool of India Limited', 'Importer': 'Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800', 'Item Weight': '14 kg 100 g', 'Item Dimensions LxWxH': '39 x 48.2 x 28 Centimeters', 'Net Quantity': '1 set', 'Generic Name': 'Microwave Ovens'}","24L Capacity with Large Cavity
Convection Microwave Features: Baking, Grilling, Reheating, Defrosting, calorie meter and cooking.
Brand does NOT provide starter kit with this product
Warranty:1 year comprehensive warranty on Product & 5 years on Magnetron.
130 Auto Cook Menus, Combination Cooking & Defrost Function
Smarter Than Air Fryers:It lets you cook 50% faster while retaining 45% more moisture than a conventional air fryer, making it a smarter choice for your kitchen and giving you food which is moist as well as tasty!
Zero Oil Cooking:Enjoy tasty and healthy food without a drop of oil
Components Included : 1 Unit Microwave, Warranty card & User Manual.
",Black,,14 kg 100 g,,MAGICOOK PRO 26CE BLACK,,230 Volts,24
